ccn,fac_name,change_year,prev_year,ownership_before,ownership_after,ctrl_type_before,ctrl_type_after,any_merger,treated,unaccounted_ownership_change
450083,UT HEALTH EAST TEXAS TYLER REGIONAL HOSPITAL,2019,2018.0,non_profit,for_profit,2.0,4,0,1,0
450099,PAMPA REGIONAL MEDICAL CENTER,2017,2016.0,for_profit,non_profit,4.0,2,0,1,0
450194,UT HEALTH EAST TEXAS JACKSONVILLE HOSPITAL,2018,2017.0,non_profit,for_profit,2.0,4,0,1,0
450210,UT HEALTH EAST TEXAS CARTHAGE HOSPITAL,2018,2017.0,non_profit,for_profit,2.0,4,0,1,0
450231,BAPTIST ST ANTHONY'S HOSPITAL,2013,2012.0,non_profit,for_profit,1.0,4,1,1,0
450389,UT HEALTH EAST TEXAS ATHENS HOSPITAL,2019,2018.0,non_profit,for_profit,2.0,4,0,1,0
450469,TEXAS HEALTH PRESBYTERIAN HOSPITAL-WNJ,2013,2012.0,non_profit,for_profit,2.0,5,0,1,0
450475,UT HEALTH EAST TEXAS HENDERSON HOSPITAL,2018,2017.0,non_profit,for_profit,2.0,4,1,1,0
450580,HOUSTON COUNTY MEDICAL CENTER,2015,2014.0,non_profit,government,2.0,9,0,0,1
450580,,2017,2016.0,government,for_profit,9.0,5,0,0,1
450605,,2019,2018.0,for_profit,non_profit,4.0,2,0,0,1
450730,BAYLOR MEDICAL CENTER AT CARROLLTON,2012,2011.0,for_profit,non_profit,4.0,2,0,1,0
450742,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,2017,2016.0,for_profit,non_profit,4.0,2,0,1,0
450885,BAYLOR SCOTT &  WHITE MEDICAL CENTER - CENTENNIAL,2019,2018.0,for_profit,non_profit,4.0,2,0,1,0
451367,UT HEALTH EAST TEXAS PITTSBURG HOSPITAL,2019,2018.0,non_profit,for_profit,2.0,4,0,1,0
451370,RED RIVER REGIONAL HOSPITAL,2014,2013.0,for_profit,government,5.0,9,0,0,1
451373,WARD MEMORIAL HOSPITAL,2016,2015.0,non_profit,government,2.0,9,0,0,1
451380,UT HEALTH EAST TEXAS QUITMAN HOSPITAL,2018,2017.0,non_profit,for_profit,2.0,4,1,1,0
451390,DIMMIT REGIONAL HOSPITAL,2019,2018.0,government,non_profit,9.0,2,0,0,1
452022,,2012,2011.0,for_profit,government,4.0,10,0,0,1
452022,,2013,2012.0,government,for_profit,10.0,4,0,0,1
452031,,2018,2017.0,non_profit,for_profit,1.0,5,0,0,1
452042,,2018,2017.0,non_profit,for_profit,1.0,4,0,0,1
452049,,2012,2011.0,government,for_profit,10.0,4,0,0,1
452051,,2019,2018.0,non_profit,for_profit,2.0,4,0,0,1
452054,,2017,2016.0,for_profit,non_profit,4.0,2,0,0,1
452055,,2012,2011.0,non_profit,for_profit,1.0,4,0,0,1
452061,,2015,2014.0,non_profit,for_profit,1.0,4,0,0,1
452073,,2012,2011.0,for_profit,government,4.0,10,0,0,1
452073,,2013,2012.0,government,for_profit,10.0,4,0,0,1
452078,,2012,2011.0,for_profit,government,4.0,10,0,0,1
452078,,2013,2012.0,government,for_profit,10.0,4,0,0,1
452084,,2012,2011.0,government,for_profit,10.0,4,0,0,1
452086,,2015,2014.0,non_profit,for_profit,1.0,4,0,0,1
452091,,2014,2013.0,for_profit,non_profit,6.0,2,0,0,1
453041,,2016,2015.0,for_profit,non_profit,4.0,1,0,0,1
453072,,2018,2017.0,non_profit,for_profit,2.0,4,0,0,1
453309,,2016,2015.0,for_profit,non_profit,4.0,1,0,0,1
453309,,2017,2016.0,non_profit,for_profit,1.0,4,0,0,1
453311,,2015,2014.0,for_profit,non_profit,4.0,2,0,0,1
453311,,2017,2016.0,non_profit,for_profit,2.0,4,0,0,1
453311,,2019,2018.0,for_profit,government,4.0,7,0,0,1
453312,,2016,2015.0,government,for_profit,10.0,4,0,0,1
453312,,2018,2017.0,for_profit,non_profit,4.0,1,0,0,1
460019,UINTAH BASIN MEDICAL CENTER,2016,2015.0,government,non_profit,9.0,2,0,0,1
463302,,2019,2018.0,non_profit,for_profit,2.0,5,0,0,1
464007,,2016,2015.0,non_profit,for_profit,2.0,4,0,0,1
464007,,2017,2016.0,for_profit,non_profit,4.0,2,0,0,1
464007,,2019,2018.0,non_profit,for_profit,2.0,4,0,0,1
464011,,2016,2015.0,non_profit,for_profit,1.0,6,0,0,1
464011,,2017,2016.0,for_profit,non_profit,6.0,2,0,0,1
490019,CULPEPER COMMUNITY HOSPITAL,2015,2014.0,non_profit,government,2.0,10,0,1,0
490019,NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE,2017,2016.0,government,non_profit,10.0,2,0,1,0
490023,FAUQUIER HOSPITAL,2014,2013.0,non_profit,for_profit,2.0,4,0,1,0
490045,PRINCE WILLIAM HOSPITAL,2013,2012.0,government,non_profit,9.0,2,0,0,1
490115,TWIN COUNTY REGIONAL HOSPITAL,2013,2012.0,non_profit,for_profit,2.0,4,0,1,0
492008,,2017,2016.0,non_profit,for_profit,2.0,4,0,0,1
493027,,2018,2017.0,non_profit,for_profit,2.0,4,0,0,1
493033,,2012,2011.0,non_profit,for_profit,1.0,4,0,0,1
493300,,2017,2016.0,for_profit,non_profit,4.0,2,0,0,1
493302,,2016,2015.0,non_profit,for_profit,3.0,4,0,0,1
500015,MULTICARE AUBURN MEDICAL CENTER,2013,2012.0,for_profit,non_profit,4.0,2,0,1,0
500025,SWEDISH MEDICAL CENTER/CHERRY HILL,2012,2011.0,for_profit,non_profit,5.0,2,1,1,0
500037,ASTRIA TOPPENISH HOSPITAL,2019,2018.0,for_profit,non_profit,4.0,2,0,1,0
500039,HARRISON MEMORIAL HOSPITAL,2016,2015.0,for_profit,non_profit,6.0,2,0,1,0
500044,MULTICARE DEACONESS HOSPITAL,2018,2017.0,for_profit,non_profit,4.0,2,0,1,0
500119,MULTICARE VALLEY HOSPITAL,2017,2016.0,for_profit,non_profit,4.0,2,1,1,0
503301,,2017,2016.0,non_profit,for_profit,2.0,6,0,0,1
503301,,2018,2017.0,for_profit,non_profit,6.0,1,0,0,1
503302,,2017,2016.0,non_profit,for_profit,2.0,6,0,0,1
503302,,2019,2018.0,for_profit,non_profit,6.0,2,0,0,1
510008,BERKELEY MEDICAL CENTER,2015,2014.0,for_profit,non_profit,6.0,2,0,0,1
510023,WEIRTON MEDICAL CENTER,2019,2018.0,for_profit,non_profit,6.0,2,0,0,1
510039,OHIO VALLEY MEDICAL CENTER,2018,2017.0,non_profit,for_profit,2.0,6,0,1,0
510047,FAIRMONT REGIONAL MEDICAL CENTER,2015,2014.0,non_profit,for_profit,2.0,5,0,1,0
511313,BOONE MEMORIAL HOSPITAL,2019,2018.0,government,non_profit,9.0,2,0,0,1
511315,POTOMAC VALLEY HOSPITAL,2017,2016.0,for_profit,non_profit,4.0,2,0,1,0
512002,,2012,2011.0,government,for_profit,10.0,4,0,0,1
514011,,2017,2016.0,non_profit,for_profit,3.0,4,0,0,1
514011,,2019,2018.0,for_profit,non_profit,4.0,2,0,0,1
520034,AURORA MEDICAL CTR MANITOWOC COUNTY,2014,2013.0,non_profit,for_profit,2.0,4,0,1,0
520034,AURORA MEDICAL CTR MANITOWOC COUNTY,2018,2017.0,for_profit,non_profit,4.0,2,1,1,0
520116,WATERTOWN REGIONAL MEDICAL CENTER,2015,2014.0,non_profit,for_profit,2.0,4,1,1,0
520193,AURORA BAYCARE MEDICAL CTR,2018,2017.0,non_profit,for_profit,2.0,4,1,1,0
522006,,2012,2011.0,for_profit,government,4.0,10,0,0,1
522006,,2013,2012.0,government,for_profit,10.0,4,0,0,1
522008,,2013,2012.0,government,for_profit,10.0,4,0,0,1
523300,,2018,2017.0,for_profit,non_profit,4.0,2,0,0,1
530002,CAMPBELL COUNTY MEMORIAL HOSPITAL,2015,2014.0,non_profit,government,2.0,9,0,0,1
530034,SUMMIT MEDICAL CENTER,2017,2016.0,non_profit,for_profit,2.0,6,0,0,1
531311,CROOK COUNTY MEDICAL SERVICES DISTRCT,2013,2012.0,for_profit,non_profit,5.0,2,0,1,0
531316,MEMORIAL HOSPITAL OF CARBON COUNTY,2019,2018.0,non_profit,government,2.0,9,0,0,1
670053,ST LUKE'S SUGAR LAND HOSPITAL,2012,2011.0,for_profit,non_profit,5.0,1,0,1,0
670075,ST LUKE'S HOSPITAL AT THE VINTAGE,2014,2013.0,for_profit,non_profit,4.0,2,0,1,0
670085,TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE,2014,2013.0,non_profit,for_profit,2.0,4,0,0,1
670085,TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE,2015,2014.0,for_profit,non_profit,4.0,2,0,0,1
670102,,2016,2015.0,non_profit,for_profit,3.0,4,0,0,1
670109,ALTUS BAYTOWN HOSPITAL,2016,2015.0,non_profit,for_profit,3.0,5,0,0,1
670110,FIRST TEXAS HOSPITAL CARRROLLTON LLC,2017,2016.0,non_profit,for_profit,2.0,5,0,0,1
