fiscal_year,PRVDR_NUM,PRVDR_CTRL_TYPE_CD,total_operating_costs,total_discharges,cost_per_discharge,fac_name,hrrcode,merger_year,treated,years_to_merger
2014,230118,2,41132684.0,1597.0,25756.220413274892,HURON MEDICAL CENTER,246.0,2018.0,1,-4.0
2014,230133,2,81717208.0,1983.0,41208.87947554211,OTSEGO MEMORIAL HOSPITAL,243.0,2018.0,1,-4.0
2014,230174,2,57463968.0,1438.0,39961.034770514605,NORTH OTTAWA COMMUNITY HEALTH CENTER,242.0,,0,
2014,230217,2,111774754.0,4284.0,26091.212418300653,OAKLAWN HOSPITAL,238.0,,0,
2014,230239,2,90311434.0,2564.0,35222.86817472699,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,243.0,,0,
2014,670053,2,56667163.0,3060.0,18518.68071895425,ST LUKE'S SUGAR LAND HOSPITAL,397.0,2013.0,1,1.0
2014,670075,2,29182607.0,1561.0,18694.815502882768,ST LUKE'S HOSPITAL AT THE VINTAGE,397.0,2013.0,1,1.0
2014,170150,12,15910501.0,803.0,19813.824408468245,SOUTH CENTRAL KS  MED CENTER,201.0,,0,
2014,170183,5,22270387.0,1323.0,16833.24792139078,KANSAS SURGERY & RECOVERY CENTER,201.0,2013.0,1,1.0
2014,170183,5,34764373.0,2063.0,16851.368395540474,KANSAS SURGERY & RECOVERY CENTER,201.0,2013.0,1,1.0
2014,170187,4,23719092.0,716.0,33127.22346368715,SALINA SURGICAL HOSPITAL,201.0,,0,
2014,170191,4,37541599.0,1593.0,23566.60326428123,GREAT BEND REGIONAL HOSPITAL,201.0,2018.0,1,-4.0
2014,170200,1,35567867.0,1272.0,27962.15959119497,"VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC",201.0,2013.0,1,1.0
2014,260175,11,82119800.0,2364.0,34737.64805414552,GOLDEN VALLEY MEMORIAL HOSPITAL,268.0,,0,
2014,260186,2,150983575.0,4515.0,33440.43743078627,LAKE REGIONAL HEALTH SYSTEM,264.0,,0,
2014,140275,2,87600264.0,3812.0,22980.13221406086,GENESIS HEALTH SYSTEM,191.0,,0,
2014,160008,2,22966681.0,1019.0,22538.45044160942,KEOKUK AREA HOSPITAL,194.0,2016.0,1,-2.0
2014,160016,2,96218123.0,3593.0,26779.32730308934,TRINITY REGIONAL MEDICAL CENTER,192.0,,0,
2014,160030,12,177080000.0,7075.0,25028.975265017667,MARY GREELEY MEDICAL CENTER,192.0,,0,
2014,160032,13,33374694.0,1296.0,25752.078703703704,SKIFF MEDICAL CENTER,192.0,2015.0,1,-1.0
2014,160040,1,37299747.0,1090.0,34219.95137614679,SARTORI MEMORIAL HOSPITAL,197.0,2016.0,1,-2.0
2014,160080,2,95789547.0,5806.0,16498.371856699967,MERCY MEDICAL CENTER-CLINTON,191.0,2013.0,1,1.0
2014,160089,4,68715448.0,2861.0,24017.98252359315,OTTUMWA REGIONAL HEALTH CENTER,194.0,2016.0,1,-2.0
2014,160112,8,73012457.0,1965.0,37156.46666666667,SPENCER MUNICIPAL HOSPITAL,371.0,,0,
2014,160124,9,36223153.0,770.0,47043.055844155846,LAKES REGIONAL HEALTHCARE,371.0,2013.0,1,1.0
2014,160147,2,42592843.0,1198.0,35553.29131886477,GRINNELL REGIONAL MEDICAL CENTER,192.0,2018.0,1,-4.0
2014,170009,4,21364997.0,981.0,21778.794087665647,SAINT JOHN HOSPITAL,268.0,2013.0,1,1.0
2014,170014,9,35585248.0,1163.0,30597.805674978503,RANSOM MEMORIAL HOSPITAL,268.0,2018.0,1,-4.0
2014,170110,9,11409836.0,341.0,33459.92961876833,BOB WILSON MEMORIAL GRANT COUNTY HOSPITAL,201.0,2016.0,1,-2.0
2014,170120,9,54569779.0,2144.0,25452.32229477612,LABETTE HEALTH,201.0,,0,
2014,500007,2,82359679.0,2988.0,27563.480254350736,ISLAND HOSPITAL,437.0,,0,
2014,500031,2,89269811.0,4317.0,20678.668288163077,GRAYS HARBOR COMMUNITY HOSPITAL,439.0,,0,
2014,500072,13,138916131.0,4211.0,32988.869864640226,OLYMPIC MEDICAL CENTER,439.0,,0,
2014,380050,2,187957840.0,5264.0,35706.27659574468,SKY LAKES MEDICAL CENTER,343.0,,0,
2014,270086,6,39297602.0,536.0,73316.42164179105,GREAT FALLS CLINIC MEDICAL CENTER,275.0,,0,
2014,50002,2,99438203.0,5642.0,17624.63718539525,ST ROSE HOSPITAL,65.0,2013.0,1,1.0
2014,50045,13,127828455.0,4925.0,25955.016243654823,EL CENTRO REGIONAL MEDICAL CENTER,80.0,,0,
2014,300023,2,178494743.0,4991.0,35763.32258064516,EXETER HOSPITAL INC,282.0,,0,
2014,330197,2,129418616.0,4504.0,28734.150976909415,CANTON-POTSDAM HOSPITAL,424.0,2013.0,1,1.0
2014,520100,2,199885133.0,4101.0,48740.58351621555,BELOIT MEMORIAL HOSPITAL,449.0,,0,
2014,331311,2,25627978.0,745.0,34399.97046979866,LITTLE FALLS HOSPITAL,300.0,,0,
2014,450709,1,108190733.0,6471.0,16719.32205223304,HOUSTON METHODIST ST JOHN HOSPITAL,397.0,2016.0,1,-2.0
2014,450804,5,142340097.0,3523.0,40403.09310246949,TEXAS ORTHOPEDIC HOSPITAL,397.0,,0,
2014,60125,2,77202163.0,2545.0,30334.83811394892,CASTLE ROCK ADVENTIST HOSPITAL,103.0,,0,
2014,450788,4,292284313.0,18932.0,15438.6389710543,"CORPUS CHRISTI MEDICAL CENTER,THE",390.0,,0,
2014,60003,2,172520811.0,6613.0,26088.131105398457,LONGMONT UNITED HOSPITAL,101.0,2015.0,1,-1.0
2014,60027,2,298045017.0,8485.0,35126.10689451974,FOOTHILLS HOSPITAL,101.0,,0,
2014,60118,2,76567162.0,1242.0,61648.278582930754,ST ANTHONY SUMMIT MEDICAL CENTER,103.0,2019.0,1,-5.0
2014,320022,2,88618802.0,4605.0,19244.039522258416,PLAINS REGIONAL MEDICAL CENTER,400.0,,0,
2014,370227,1,33496383.0,1498.0,22360.736315086782,ST JOHN OWASSO,340.0,2013.0,1,1.0
2014,450351,2,43102215.0,1859.0,23185.6993006993,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,394.0,,0,
2014,450389,2,78289737.0,5488.0,14265.622631195336,EAST TEXAS MEDICAL CENTER ATHENS,391.0,2018.0,1,-4.0
2014,190011,4,70078401.0,5079.0,13797.67690490254,UNIVERSITY HEALTH CONWAY,217.0,2013.0,1,1.0
2014,250162,9,43641616.0,1920.0,22730.008333333335,HANCOCK MEDICAL CENTER,220.0,2014.0,1,0.0
2014,100093,2,271870044.0,15948.0,17047.28141459744,BAPTIST HOSPITAL,134.0,,0,
2014,100102,4,59289325.0,3899.0,15206.290074378046,SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,120.0,2014.0,1,0.0
2014,390016,2,102852012.0,6301.0,16323.125218219331,JAMESON MEMORIAL HOSPITAL,335.0,2016.0,1,-2.0
2014,390118,2,66551226.0,3120.0,21330.521153846155,BRADFORD REGIONAL MEDICAL CENTER,351.0,,0,
2014,390185,2,109153719.0,6376.0,17119.466593475532,LEHIGH VALLEY HOSPITAL - HAZLETON,346.0,2014.0,1,0.0
2014,390197,2,101156364.0,4422.0,22875.70420624152,SACRED HEART HOSPITAL,346.0,2018.0,1,-4.0
2014,100299,4,85829990.0,5458.0,15725.538658849397,LAKEWOOD RANCH MEDICAL CENTER,115.0,,0,
2014,370026,4,84031379.0,4404.0,19080.69459582198,ST MARY'S REGIONAL MEDICAL CENTER,339.0,,0,
2014,390110,4,390698793.0,16342.0,23907.64857422592,MEMORIAL MEDICAL CENTER,354.0,2014.0,1,0.0
2014,390116,2,104101000.0,3948.0,26368.034447821683,MERCY SUBURBAN HOSPITAL,356.0,2013.0,1,1.0
2014,310038,2,868619328.0,34772.0,24980.424709536408,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,288.0,2016.0,1,-2.0
2014,310048,2,107874706.0,5764.0,18715.250867453156,,,2013.0,1,1.0
2014,390027,2,916221327.0,25536.0,35879.59457236842,TEMPLE UNIVERSITY HOSPITAL,356.0,,0,
2014,390031,2,51199060.0,3106.0,16483.921442369607,SCHUYLKILL MEDICAL CENTER - EAST NORWEGIAN STREET,358.0,2016.0,1,-2.0
2014,390048,4,95748044.0,4996.0,19164.94075260208,LEWISTOWN HOSPITAL,352.0,2013.0,1,1.0
2014,180004,2,35798880.0,1404.0,25497.777777777777,MUHLENBERG COMMUNITY HOSPITAL,380.0,2015.0,1,-1.0
2014,180038,4,432806000.0,15606.0,27733.307702165832,OWENSBORO HEALTH REGIONAL HOSPITAL,207.0,,0,
2014,180106,2,10119514.0,777.0,13023.827541827544,"CLINTON COUNTY HOSPITAL, INC",205.0,2016.0,1,-2.0
2014,360003,2,873478930.0,23635.0,36957.00994288132,"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",327.0,,0,
2014,360010,2,112178035.0,5090.0,22038.906679764244,UNION HOSPITAL,326.0,2018.0,1,-4.0
2014,360012,1,272300573.0,16365.0,16639.20397189123,MOUNT CARMEL ST ANN'S,329.0,2013.0,1,1.0
2014,360035,1,707250015.0,33026.0,21414.946254466176,MOUNT CARMEL WEST,329.0,2013.0,1,1.0
2014,360041,2,163705648.0,10241.0,15985.318621228396,PARMA COMMUNITY GENERAL HOSPITAL,328.0,2014.0,1,0.0
2014,360046,2,53104523.0,2008.0,26446.47559760956,MCCULLOUGH-HYDE MEMORIAL HOSPITAL,327.0,,0,
2014,360076,2,191922709.0,8099.0,23697.08717125571,ATRIUM MEDICAL CENTER,332.0,2014.0,1,0.0
2014,360091,2,101857330.0,6052.0,16830.358559154,MEDINA HOSPITAL,328.0,,0,
2014,360121,2,63338600.0,1798.0,35227.252502780866,COMMUNITY HOSPITALS AND WELLNESS CENTERS,180.0,,0,
2014,360125,2,108128018.0,4483.0,24119.56680794111,ASHTABULA COUNTY MEDICAL CENTER,328.0,,0,
2014,360133,1,324444636.0,11083.0,29274.080664080124,GRANDVIEW HOSPITAL & MEDICAL CENTER,330.0,,0,
2014,360153,2,17549229.0,319.0,55013.257053291534,BELMONT COMMUNITY HOSPITAL,357.0,,0,
2014,360155,2,297200176.0,14236.0,20876.6631076145,SOUTHWEST GENERAL HEALTH CENTER,328.0,,0,
2014,360170,8,65685629.0,2075.0,31655.724819277108,BERGER HOSPITAL,329.0,2019.0,1,-5.0
2014,360175,4,80902515.0,2882.0,28071.65683553088,CLINTON MEMORIAL HOSPITAL,327.0,2016.0,1,-2.0
2014,360212,2,116874729.0,5894.0,19829.441635561587,LAKEWOOD HOSPITAL,328.0,,0,
2014,360218,2,189731700.0,8884.0,21356.562359297615,LICKING MEMORIAL HOSPITAL,329.0,,0,
2014,360266,1,112066400.0,4374.0,25621.03337905807,MOUNT CARMEL NEW ALBANY SURGICAL HOSPITAL,329.0,2013.0,1,1.0
2014,360351,4,125130972.0,3859.0,32425.75071261985,,,,0,
2014,360354,2,209099514.0,8297.0,25201.82162227311,"WEST CHESTER HOSPITAL, LLC",327.0,,0,
2014,360355,4,34427246.0,598.0,57570.64548494983,,,,0,
2014,360360,2,99055256.0,4863.0,20369.166358215098,"SOIN MEDICAL CENTER,INDU & RAJ SOIN MEDICAL CENTER",330.0,,0,
2014,50726,6,29899113.0,555.0,53872.27567567568,STANISLAUS SURGICAL HOSPITAL,58.0,2016.0,1,-2.0
2014,50740,4,93575608.0,4155.0,22521.20529482551,MARINA DEL REY HOSPITAL,56.0,2015.0,1,-1.0
2014,50766,4,21550349.0,514.0,41926.749027237354,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,77.0,,0,
2014,50230,4,84710388.0,6042.0,14020.25620655412,GARDEN GROVE HOSPITAL & MEDICAL CENTER,23.0,,0,
2014,241352,2,12577751.0,157.0,80113.06369426752,MAYO CLINIC HEALTH SYSTEM - SPRINGFIELD,251.0,,0,
2014,140064,1,92337998.0,3021.0,30565.37504137703,ST MARY MEDICAL CENTER,170.0,,0,
2014,670034,2,274674846.0,5841.0,47025.31176168464,SCOTT & WHITE HOSPITAL-ROUND ROCK,385.0,2013.0,1,1.0
2014,40051,2,27201492.0,2337.0,11639.491655969192,DREW MEMORIAL HOSPITAL,19.0,,0,
2014,40069,9,21257255.0,2178.0,9759.988521579431,GREAT RIVER MEDICAL CENTER,379.0,2019.0,1,-5.0
2014,190118,2,14479613.0,682.0,21231.10410557185,DESOTO REGIONAL HEALTH SYSTEM,219.0,2013.0,1,1.0
2014,250009,8,187995601.0,7272.0,25851.980335533553,MAGNOLIA REGIONAL HEALTH CENTER,379.0,,0,
2014,250036,9,34034021.0,1469.0,23168.15588835943,GEORGE COUNTY HOSPITAL,6.0,,0,
2014,250104,2,145685283.0,10581.0,13768.574142330592,ANDERSON REGIONAL MEDICAL CTR,260.0,,0,
2014,370008,8,348067588.0,14761.0,23580.217329449224,NORMAN REGIONAL HEALTH SYSTEM,339.0,,0,
2014,450465,11,33425201.0,1996.0,16746.092685370742,MATAGORDA REGIONAL MEDICAL CENTER,397.0,,0,
2014,450580,2,11213684.0,880.0,12742.822727272727,EAST TEXAS MEDICAL CENTER CROCKETT,416.0,,0,
2014,450604,2,65079994.0,2809.0,23168.385190459237,HILL COUNTRY MEMORIAL HOSPITAL INC,412.0,,0,
2014,450847,2,180702205.0,11618.0,15553.641332415218,MEMORIAL HERMANN KATY HOSPITAL,397.0,,0,
2014,670068,4,128834237.0,4947.0,26042.90216292703,TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,391.0,,0,
2014,450187,2,32090755.0,1309.0,24515.473644003057,SCOTT & WHITE HOSPITAL BRENHAM,397.0,2013.0,1,1.0
2014,310006,1,66683948.0,4796.0,13904.075896580483,ST MARY'S GENERAL HOSPITAL,284.0,2014.0,1,0.0
2014,390035,2,55666539.0,2033.0,27381.47515986227,ST LUKE'S QUAKERTOWN HOSPITAL,346.0,,0,
2014,390062,2,18687968.0,1049.0,17815.031458531936,NASON HOSPITAL,347.0,2015.0,1,-1.0
2014,390066,2,167968318.0,6890.0,24378.56574746009,GOOD SAMARITAN HOSPITAL,352.0,2015.0,1,-1.0
2014,390146,2,67409925.0,2645.0,25485.79395085066,WARREN GENERAL HOSPITAL,351.0,,0,
2014,390225,2,174480148.0,5711.0,30551.593066012956,EPHRATA COMMUNITY HOSPITAL,355.0,2013.0,1,1.0
2014,80004,2,391118782.0,13737.0,28471.921234621823,BAYHEALTH - KENT GENERAL HOSPITAL,112.0,,0,
2014,90008,12,100311613.0,5955.0,16844.93921074727,UNITED MEDICAL CENTER,113.0,,0,
2014,390185,2,56471709.0,3199.0,17652.925601750547,LEHIGH VALLEY HOSPITAL - HAZLETON,346.0,2014.0,1,0.0
2014,500108,1,610201936.0,25239.0,24176.94583779072,ST JOSEPH MEDICAL CENTER,441.0,2019.0,1,-5.0
2014,50290,1,50996870.0,1948.0,26179.091375770025,PROVIDENCE SAINT JOHN'S HEALTH CENTER,56.0,2014.0,1,0.0
2014,390052,2,42572184.0,1657.0,25692.325890162945,CLEARFIELD HOSPITAL,347.0,,0,
2014,340142,8,125934928.0,5523.0,22801.906210392903,CARTERET GENERAL HOSPITAL,314.0,,0,
2014,30062,11,136644380.0,4157.0,32870.911715179216,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,12.0,,0,
2014,351334,1,70172564.0,1926.0,36434.35306334372,MERCY MEDICAL CENTER,324.0,2019.0,1,-5.0
2014,501327,11,23624145.0,507.0,46595.94674556213,WHITMAN HOSPITAL AND MEDICAL CENTER,440.0,2016.0,1,-2.0
2014,110030,4,120962451.0,7244.0,16698.295278851463,CARTERSVILLE MEDICAL CENTER,144.0,,0,
2014,120019,10,63602154.0,2916.0,21811.438271604937,KONA COMMUNITY HOSPITAL,150.0,,0,
2014,351333,1,21367551.0,682.0,31330.719941348972,THE MERCY HOSPITAL OF DEVILS LAKE,322.0,2019.0,1,-5.0
2014,351336,1,55457702.0,1890.0,29342.69947089947,ST JOSEPH'S HOSPITAL & HEALTH CENTER,321.0,2019.0,1,-5.0
2014,140291,1,291706124.0,9432.0,30927.28201865988,ADVOCATE GOOD SHEPHERD HOSPITAL,158.0,2018.0,1,-4.0
2014,190242,1,91713152.0,2419.0,37913.66349731294,ST ELIZABETH HOSPITAL,210.0,,0,
2014,370214,8,11447132.0,1026.0,11157.048732943467,LINDSAY MUNICIPAL HOSPITAL,339.0,,0,
2014,370218,2,91133691.0,4316.0,21115.313021316033,SAINT FRANCIS HOSPITAL SOUTH,340.0,,0,
2014,370019,2,49703605.0,1549.0,32087.543576500968,GREAT PLAINS REGIONAL MEDICAL CENTER,339.0,,0,
2014,30033,4,47926788.0,1749.0,27402.39451114923,PAYSON REGIONAL MEDICAL CENTER,12.0,2015.0,1,-1.0
2014,50736,4,68499678.0,5490.0,12477.172677595629,MONTEREY PARK HOSPITAL,56.0,,0,
2014,331313,2,28370661.0,661.0,42920.81845688351,"SCHUYLER HOSPITAL, INC",300.0,2014.0,1,0.0
2014,50775,4,79863833.0,3832.0,20841.292536534445,,,,0,
2014,320063,4,93271034.0,2518.0,37041.71326449563,CARLSBAD MEDICAL CENTER,400.0,,0,
2014,370018,2,109753565.0,4455.0,24636.04152637486,JANE PHILLIPS MEDICAL CENTER,340.0,2013.0,1,1.0
2014,240030,9,127304201.0,3539.0,35971.80022605255,DOUGLAS COUNTY HOSPITAL,251.0,,0,
2014,390039,2,62796555.0,2790.0,22507.725806451617,SOMERSET HOSPITAL,354.0,2019.0,1,-5.0
2014,450124,12,359670317.0,12638.0,28459.433217281217,UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,385.0,,0,
2014,501329,1,41210495.0,668.0,61692.35778443114,PEACEHEALTH UNITED GENERAL MEDICAL CENTER,437.0,2013.0,1,1.0
2014,190015,11,268781559.0,10548.0,25481.755688282137,"NORTH OAKS MEDICAL CENTER, L L C",210.0,,0,
2014,380027,1,182332292.0,8008.0,22768.767732267737,MERCY MEDICAL CENTER,342.0,2019.0,1,-5.0
2014,450755,1,20158394.0,900.0,22398.215555555555,COVENANT HOSPITAL LEVELLAND,400.0,2016.0,1,-2.0
2014,50279,11,65191144.0,2912.0,22387.06868131868,HI-DESERT MEDICAL CENTER,69.0,2015.0,1,-1.0
2014,330115,2,93929613.0,2777.0,33824.1314368023,ONEIDA HEALTHCARE CENTER,307.0,,0,
2014,330304,2,353864982.0,14293.0,24757.922199678163,WHITE PLAINS HOSPITAL CENTER,308.0,2015.0,1,-1.0
2014,330162,2,242647324.0,8193.0,29616.41938239961,NORTHERN WESTCHESTER HOSPITAL,308.0,2015.0,1,-1.0
2014,330213,9,10313806.0,247.0,41756.2995951417,,,,0,
2014,220083,2,68948394.0,1909.0,36117.54531168151,,,2019.0,1,-5.0
2014,450675,4,228226519.0,15428.0,14793.007453979775,MEDICAL CENTER OF ARLINGTON,394.0,,0,
2014,310041,2,360829981.0,22659.0,15924.355929211351,COMMUNITY MEDICAL CENTER,283.0,2016.0,1,-2.0
2014,450674,4,340082639.0,12829.0,26508.89695221763,"WOMANS HOSPITAL OF TEXAS,THE",397.0,,0,
2014,320084,4,23536745.0,659.0,35715.8497723824,ROOSEVELT GENERAL HOSPITAL,400.0,,0,
2014,50701,4,240326396.0,14285.0,16823.688904445222,SOUTHWEST HEALTHCARE SYSTEM,80.0,,0,
2014,450072,2,76888792.0,4974.0,15458.140731805388,BRAZOSPORT REGIONAL HEALTH SYSTEM,397.0,2016.0,1,-2.0
2014,50042,1,93242554.0,2866.0,32534.038381018843,ST ELIZABETH COMMUNITY HOSPITAL,31.0,2019.0,1,-5.0
2014,50272,8,189817663.0,10963.0,17314.39049530238,REDLANDS COMMUNITY HOSPITAL,79.0,,0,
2014,100177,2,103538093.0,6813.0,15197.13679729928,CAPE CANAVERAL HOSPITAL,130.0,,0,
2014,331304,2,15675646.0,153.0,102455.20261437909,MARGARETVILLE MEMORIAL HOSPITAL,295.0,2016.0,1,-2.0
2014,510086,10,22046529.0,724.0,30451.00690607735,WELCH COMMUNITY HOSPITAL,432.0,,0,
2014,340116,4,219474985.0,7995.0,27451.53033145716,FRYE REGIONAL MEDICAL CENTER,315.0,2016.0,1,-2.0
2014,390168,2,240809431.0,10663.0,22583.64728500422,BUTLER MEMORIAL HOSPITAL,357.0,,0,
2014,330188,1,92163245.0,5028.0,18330.000994431182,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,299.0,2015.0,1,-1.0
2014,450080,11,55429428.0,2823.0,19634.937300743888,TITUS REGIONAL MEDICAL CENTER,416.0,,0,
2014,200008,1,167532573.0,5151.0,32524.28130460105,MERCY HOSPITAL,222.0,2013.0,1,1.0
2014,40055,4,208235795.0,12862.0,16190.001166226091,SPARKS REGIONAL MEDICAL CENTER,16.0,2014.0,1,0.0
2014,190081,4,16481519.0,1236.0,13334.562297734628,WEST CARROLL MEMORIAL HOSPITAL,217.0,,0,
2014,340068,8,68835226.0,4683.0,14698.959214178944,COLUMBUS REGIONAL HEALTHCARE SYSTEM,319.0,,0,
2014,313027,1,32987894.0,1240.0,26603.14032258065,,,,0,
2014,370054,9,39259590.0,1638.0,23968.003663003663,GRADY MEMORIAL HOSPITAL,339.0,,0,
2014,490018,2,254170562.0,10430.0,24369.181399808247,AUGUSTA HEALTH,427.0,,0,
2014,310110,2,173601042.0,10568.0,16427.047880393642,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON,356.0,2016.0,1,-2.0
2014,261328,2,15268469.0,350.0,43624.19714285714,NORTHWEST MEDICAL CENTER,268.0,2019.0,1,-5.0
2014,170104,1,381041758.0,19033.0,20020.05768927652,SHAWNEE MISSION MEDICAL CENTER,268.0,,0,
2014,330229,2,39192300.0,2410.0,16262.365145228216,BROOKS MEMORIAL HOSPITAL,299.0,,0,
2014,440065,2,62597479.0,2906.0,21540.77047487956,NORTHCREST MEDICAL CENTER,380.0,,0,
2014,450079,1,252977669.0,10993.0,23012.614300009096,BAYLOR MEDICAL CENTER AT IRVING,391.0,2013.0,1,1.0
2014,330158,2,283292668.0,13874.0,20418.961222430444,GOOD SAMARITAN HOSPITAL OF SUFFERN,292.0,2015.0,1,-1.0
2014,330273,2,152641877.0,5565.0,27428.90871518419,PUTNAM HOSPITAL CENTER,111.0,,0,
2014,490090,2,64927918.0,3841.0,16903.90991929185,"SOUTHSIDE COMMUNITY HOSPITAL, INC",431.0,,0,
2014,440032,2,59467066.0,981.0,60618.82364933741,WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL,377.0,2018.0,1,-4.0
2014,521321,2,24104207.0,454.0,53092.96696035242,RIPON MEDICAL CENTER,452.0,2018.0,1,-4.0
2014,330238,2,44762380.0,1700.0,26330.811764705883,NICHOLAS H NOYES MEMORIAL HOSPITAL,304.0,2015.0,1,-1.0
2014,50013,1,196857177.0,5037.0,39082.22692078618,ST HELENA HOSPITAL,62.0,,0,
2014,520002,1,187869549.0,4187.0,44869.72748984953,MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT,450.0,2013.0,1,1.0
2014,50732,2,91237774.0,3127.0,29177.41413495363,FRESNO HEART AND SURGICAL HOSPITAL,43.0,,0,
2014,232023,4,16688840.0,386.0,43235.33678756477,,,,0,
2014,450475,2,19609121.0,1455.0,13477.05910652921,ETMC HENDERSON,416.0,2018.0,1,-4.0
2014,10149,2,121732341.0,10058.0,12103.036488367468,BAPTIST MEDICAL CENTER EAST,7.0,,0,
2014,521310,2,25052233.0,559.0,44816.15921288014,HSHS ST CLARE MEMORIAL HOSPITAL,447.0,2014.0,1,0.0
2014,673045,4,9218337.0,491.0,18774.617107942973,,,,0,
2014,360118,1,232907769.0,9785.0,23802.531323454263,MEDCENTRAL HEALTH SYSTEM MANSFIELD HOSPITAL,329.0,2014.0,1,0.0
2014,50755,2,93811787.0,4890.0,19184.4145194274,SHERMAN OAKS HOSPITAL,56.0,,0,
2014,50534,4,125796245.0,7629.0,16489.218115087166,JOHN F KENNEDY MEMORIAL HOSPITAL,80.0,,0,
2014,450508,11,61435840.0,5015.0,12250.416749750748,MEMORIAL HOSPITAL,397.0,,0,
2014,510024,2,251889817.0,8044.0,31314.000124316262,MONONGALIA COUNTY GENERAL HOSPITAL,445.0,,0,
2014,490053,2,139254303.0,8699.0,16008.08173353259,JOHNSTON MEMORIAL HOSPITAL,376.0,2018.0,1,-4.0
2014,430015,1,77733053.0,2078.0,37407.62897016362,AVERA ST MARY'S HOSPITAL,371.0,2013.0,1,1.0
2014,120026,2,198625586.0,6253.0,31764.846633615864,PALI MOMI MEDICAL CENTER,150.0,,0,
2014,40072,2,24652126.0,1324.0,18619.430513595165,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,19.0,,0,
2014,10114,2,142041685.0,5782.0,24566.185575925287,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",1.0,,0,
2014,100014,9,81823102.0,3831.0,21358.15766118507,BERT FISH MEDICAL CENTER,131.0,2016.0,1,-2.0
2014,440053,1,262466724.0,18077.0,14519.37401117442,SAINT THOMAS RUTHERFORD HOSPITAL,380.0,,0,
2014,440194,4,110917621.0,5854.0,18947.321660403144,TRISTAR HENDERSONVILLE MEDICAL CENTER,380.0,,0,
2014,340013,2,75178550.0,4376.0,17179.741773308957,RUTHERFORD REGIONAL MEDICAL CENTER,311.0,2014.0,1,0.0
2014,490038,2,43038345.0,1422.0,30266.065400843883,SMYTH COUNTY COMMUNITY HOSPITAL,376.0,2018.0,1,-4.0
2014,330135,2,69365128.0,3160.0,21950.98987341772,BON SECOURS COMMUNITY HOSPITAL,285.0,2015.0,1,-1.0
2014,390012,2,82916190.0,5240.0,15823.70038167939,LANSDALE HOSPITAL,356.0,2015.0,1,-1.0
2014,390179,2,298057000.0,16012.0,18614.60154883837,CHESTER COUNTY HOSPITAL,356.0,2013.0,1,1.0
2014,310024,2,106998187.0,5594.0,19127.31265641759,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,289.0,2016.0,1,-2.0
2014,50624,2,245523016.0,11141.0,22037.789785477067,HENRY MAYO NEWHALL  HOSPITAL,56.0,,0,
2014,240069,2,54115928.0,2311.0,23416.671570748593,OWATONNA HOSPITAL,253.0,,0,
2014,191315,11,22115283.0,902.0,24518.052106430154,HARDTNER MEDICAL CENTER,209.0,,0,
2014,440184,2,74831347.0,5164.0,14490.965724244772,FRANKLIN WOODS COMMUNITY HOSPITAL,375.0,2018.0,1,-4.0
2014,100191,4,180330473.0,13460.0,13397.50913818722,MEDICAL CENTER OF TRINITY,122.0,,0,
2014,50390,4,132785104.0,10152.0,13079.698975571317,HEMET VALLEY MEDICAL CENTER,79.0,,0,
2014,40036,2,180843973.0,10464.0,17282.489774464833,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,19.0,,0,
2014,110165,2,157914561.0,10983.0,14378.089866156788,SOUTHERN REGIONAL MEDICAL CENTER,144.0,2016.0,1,-2.0
2014,332006,1,103067530.0,2913.0,35381.91898386543,,,,0,
2014,190040,11,133255207.0,6886.0,19351.612982863782,SLIDELL MEMORIAL HOSPITAL,220.0,2016.0,1,-2.0
2014,200050,2,71062537.0,2101.0,33823.197049024275,MAINE COAST MEMORIAL HOSPITAL,221.0,2015.0,1,-1.0
2014,440018,2,42034089.0,3303.0,12726.033605812898,SYCAMORE SHOALS HOSPITAL,375.0,2018.0,1,-4.0
2014,450007,2,108140241.0,4366.0,24768.722171323865,PETERSON REGIONAL MEDICAL CENTER,412.0,,0,
2014,100050,4,84325142.0,5327.0,15829.761967336211,PALM SPRINGS GENERAL HOSPITAL,127.0,2016.0,1,-2.0
2014,110230,2,126522732.0,6310.0,20051.14611727417,EMORY JOHNS CREEK HOSPITAL,144.0,,0,
